"conversation_id","datestamp","datetime","hashtags","likes_count","mentions","replies_count","retweet","retweet_date","retweets_count","timestamp","timezone","tweet","username","valence","arousal"
"1268913894711595015","2020-06-05","1591367622000","[]","0","['bounce_backloan']","0","False","","0","15:33:42","GMT Daylight Time","@Bounce_BackLoan hi! Asking for friend! Does anyone know if you can apply for a bounce back loan with Lloyd’s through a personal account?","riastones","0.5934285714285714","0.40271428571428564"
"1268911870221656072","2020-06-05","1591367139000","[]","0","['metrobank_help']","1","False","","0","15:25:39","GMT Daylight Time","@MetroBank_Help when should the bounce back loan for small business become live?","s_lawl3ss","0.5393333333333333","0.4705"
"1268906854496849922","2020-06-05","1591366472000","[]","2","['premnsikka', 'tidebusiness']","0","False","","1","15:14:32","GMT Daylight Time","As a sole trader, my wife can not even get a decision on a bounce back LOAN from @TideBusiness 
After a month..

Greedy Fuc&ing pigs","psych_squirrel","0.5962857142857142","0.4677142857142857"
"1268907412884504577","2020-06-05","1591366077000","[]","0","['barclaysukhelp']","1","False","","0","15:07:57","GMT Daylight Time","@BarclaysUKHelp Bounce Back Loan application didn't work, error msg asked to contact you. I called, you couldn't tell me the questions I need to answer, you have to call me. call back request is now 4+ weeks old and still waiting for the call!?","solutionstjb","0.5147499999999999","0.4530833333333333"
"1268906227423117313","2020-06-05","1591365794000","[]","0","['barclays']","0","False","","0","15:03:14","GMT Daylight Time","@Barclays Hi there, we would like to apply for a bounce back loan , started the video call but we wasn't happy with the amount of information we were asked to give so we stopped it , can I go in to local branch to sort it out ? Thank you","patrick_joanna","0.6202941176470588","0.42905882352941177"
"1263903709806972928","2020-06-05","1591365455000","[]","0","['hsbcukbusiness']","1","False","","0","14:57:35","GMT Daylight Time","I have applied for a bounce back loan on the 15th of may and still waiting for the funds to be transfer ( I am a HSBC business account houlder )","chauffeursltd","0.5717272727272728","0.4039090909090909"
"1268886165668737025","2020-06-05","1591364448000","[]","0","['landonhowell']","0","False","","0","14:40:48","GMT Daylight Time","We knew several jobs would bounce right back once PPP loans came through and the economy opened back up. 

My wife (RN) was out of work for 8 weeks when her physician office was largely shut down, but she is back working same hour now 1) because they have resumed visits 2) PPP.","dsserik","0.5606000000000001","0.43326666666666663"
"1268899185719476224","2020-06-05","1591364115000","[]","3","['britishbbank', 'bounce_backloan']","1","False","","1","14:35:15","GMT Daylight Time","@BritishBBank @Bounce_BackLoan why you don't write about how a Bounce Back Loan couldn't reach a company and save it from a disastrous outcome ?  https://twitter.com/BritishBBank/status/1268898212854857728 …","londonsme1","0.6155","0.5148333333333334"
"1268895680220856321","2020-06-05","1591363349000","[]","0","['mydriven_life']","0","False","","0","14:22:29","GMT Daylight Time","Thanks","bounce_backloan","0.0","0.0"
"1268839689315893261","2020-06-05","1591363327000","[]","1","['jabz_lcf', 'ajcurling', 'natwest']","1","False","","0","14:22:07","GMT Daylight Time","If you can get in touch with someone to change/cancel it at the bank before its processed that may be the hard part","bounce_backloan","0.6186250000000001","0.407125"
"1268892375054782464","2020-06-05","1591362989000","[]","0","['donnantwich', 'natwestbusiness']","0","False","","0","14:16:29","GMT Daylight Time","welcome to phase two of your journey","bounce_backloan","0.7432500000000001","0.43925000000000003"
"1268893647430389760","2020-06-05","1591362952000","[]","0","['voxdotcom']","0","False","","0","14:15:52","GMT Daylight Time","The bounce back seems to be tied to Health care and PPP loans. It is good but is it sustainable. Are consumers and patrons returning? If not this will be a brief bounce.","jaymarah13","0.623375","0.364"
"1268874126321684480","2020-06-05","1591362614000","[]","2","['shacker1', 'jasmine87348667']","1","False","","0","14:10:14","GMT Daylight Time","No loans reported this week unfortunately, done as much data collection from here, tide forums and Facebook. Remember only a handful of users being social of 50k on the wait list)","tidebankfailed","0.530625","0.351"
"1268890393267113985","2020-06-05","1591362362000","[]","1","['bootleggeruk']","0","False","","0","14:06:02","GMT Daylight Time","Excellent news.","bounce_backloan","0.0","0.0"
"1268887830148853760","2020-06-05","1591361638000","[]","7","['paulstuffins', 'starlingbank', 'starlingforbiz', 'britishbbank']","0","False","","0","13:53:58","GMT Daylight Time","But the CEO said quite the opposite to HM Treasury and British Business Bank hence me asking them not you.","bounce_backloan","0.235","0.545"
"1268887416091422728","2020-06-05","1591361309000","['#bouncebackloans', '#bouncebackloan']","0","['metro_bank']","1","False","","0","13:48:29","GMT Daylight Time","@Metro_Bank any updates on the bounce back loans. When the applications will open? Our business need it. 
#bouncebackloans #bouncebackloan","tha_nas","0.5418000000000001","0.5074"
"1268633200303235074","2020-06-05","1591361235000","[]","0","['martinslewis']","0","False","","0","13:47:15","GMT Daylight Time","@MartinSLewis nothing about Bounce Back Loans! We have no one fighting for us! Please Martin pick up the baton!!!","claregriffo24","0.52275","0.5075000000000001"
"1268878891776647169","2020-06-05","1591361090000","[]","0","['shezrommy']","0","False","","0","13:44:50","GMT Daylight Time","I wish mate!","tidebankfailed","0.7709999999999999","0.583"
"1268879403905359877","2020-06-05","1591359698000","[]","2","['cleaningrj', 'starlingbank', 'bounce_backloan']","1","False","","0","13:21:38","GMT Daylight Time","Considering the Ltd was registered on the 14th May they are correct, RJ Cleaning Services Ltd is not eligible for a Bounce Back Loan!","paulstuffins","0.75","0.4"
"1268880455706775558","2020-06-05","1591359649000","[]","0","['lloydsbank']","1","False","","0","13:20:49","GMT Daylight Time","@LloydsBank my husband would like to apply for a bounce back loan but online it does state you need a business account. He has banked with you for a number of years and wanted to apply for one. Is this possible?","keablelorraine","0.5685384615384615","0.41515384615384615"
"1268526084611543046","2020-06-05","1591359587000","[]","0","['beth__garner']","0","False","","0","13:19:47","GMT Daylight Time","Hello, thank you for contacting us. If you are looking for help/information relating to the Bounce Back Loan Scheme, you can contact our Coronavirus Customer Support Line on 0800 0121 614. Lines are open 8am - 6pm Monday to Friday. I hope this helps, thank you. ^Danielle","hsbcukbusiness","0.8073333333333333","0.38116666666666665"
"1268745103453097985","2020-06-05","1591359182000","[]","1","['taxwiseaccts', 'bounce_backloan', 'barclaysnw']","0","False","","0","13:13:02","GMT Daylight Time","I would suggest you push through to the complaints team. We had the same issue, and seems everyone got a dressing down by the MD, and markers were removed and bounce back loan now granted.","kbodill","0.4365714285714285","0.4695714285714286"
"1268112714494328832","2020-06-05","1591359172000","[]","0","['michael58144423']","0","False","","0","13:12:52","GMT Daylight Time","Hi Michael, sorry to hear this. As one of the few banks offering Bounce Back Loans to businesses that aren’t our customers, we’ve been inundated with requests to open accounts. This means, the wait times are significantly longer than pre-Covid19. Thanks for bearing with us. ^Jess","hsbcukbusiness","0.537625","0.35475"
"1268864560791990274","2020-06-05","1591358735000","[]","1","['brandingsam', 'jnmarks', 'oneminutebriefs', 'rishisunak', 'hmrcgovuk', 'forgottenltd']","0","False","","0","13:05:35","GMT Daylight Time","Not to mention the £13bn predicted cost of unpaid bounce back loans...its ridiculous!","amazonia_1","0.40800000000000003","0.43679999999999997"
"1268874126321684480","2020-06-05","1591358557000","[]","1","['jasmine87348667']","2","False","","0","13:02:37","GMT Daylight Time","Either they are processing loans (non reported of 50k on Twitter), they have multiple lists, or, they are speaking utter nonsense. I hope its because they are processing loans and you've moved closer :)","tidebankfailed","0.68725","0.52725"
"1268874126321684480","2020-06-05","1591358357000","[]","0","['jasmine87348667']","1","False","","0","12:59:17","GMT Daylight Time","So you are number 100? Please ensure you keep me informed of every step. This is good news, but not sure how quick you will proceed. Good luck and please keep in touch!","tidebankfailed","0.7032","0.3818"
"1268868081503350785","2020-06-05","1591357367000","[]","0","['unique_treble']","1","False","","0","12:42:47","GMT Daylight Time","agreed but you cannot have a next generation bank with a dinosaur banker running it.","bounce_backloan","0.6832857142857142","0.5315714285714285"
"1268868081503350785","2020-06-05","1591357218000","[]","0","['unique_treble']","1","False","","0","12:40:18","GMT Daylight Time","yes but some companies get very overly excitable proclaiming they are great when the opposite it true mate.","bounce_backloan","0.6839999999999999","0.68575"
"1268841800913113088","2020-06-05","1591357170000","[]","2","['joe87895908', 'tidebusiness', 'oliverprill']","0","False","","1","12:39:30","GMT Daylight Time","Can’t blame you for thinking this, I believe they used BBL as an marketing exercise, instead those resources can be focus on existing customers like existing banks. Traditional banks really put Fintech to shame here. I’m moving all personal and business to brick and water banks.","tidebankfailed","0.5771578947368421","0.4174210526315789"
"1268868081503350785","2020-06-05","1591356777000","[]","0","['unique_treble']","1","False","","0","12:32:57","GMT Daylight Time"," https://mrbounceback.com/tag/starling/ ","bounce_backloan","0.0","0.0"
"1260846437530820608","2020-06-05","1591356159000","[]","0","['hsbcukbusiness']","0","False","","0","12:22:39","GMT Daylight Time","Partner applied for bounce back loan on 14th May and still heard nothing! Disgraceful!!","stephathax","0.455","0.48866666666666664"
"1268848214180016129","2020-06-05","1591356139000","[]","2","['chriswill231']","1","False","","0","12:22:19","GMT Daylight Time","I am leaving it to others to discuss I am tired of saying the same thing over and over and over.","bounce_backloan","0.28325","0.46249999999999997"
"1268839484281536512","2020-06-05","1591356036000","[]","0","['clivetyldesley']","0","False","","1","12:20:36","GMT Daylight Time","It's a result of the bounce back loan I'm afraid, it's just killing the Banks business resources. We've seen it in a lot of sectors where dealing with coronavirus issues means normal services are running behind. Tough to berate them for it","martinslewis","0.5713636363636364","0.4974545454545454"
"1268861897094369280","2020-06-05","1591355225000","[]","0","['cooperativebank']","1","False","","0","12:07:05","GMT Daylight Time","@CooperativeBank Hi, I am a personal account holder and have applied for a business account so I can receive a bounce back loan for my business. Is there a time scale on when you will get back to me as I haven’t had any correspondence.
Regards,","davidrhysw79","0.5878749999999999","0.41087500000000005"
"1268859428897525761","2020-06-05","1591354636000","[]","0","['barclays']","0","False","","0","11:57:16","GMT Daylight Time","@Barclays do you're business bounce back loans have 14 day cooling off period?","samko1235","0.588","0.4407142857142857"
"1268813097038417920","2020-06-05","1591354430000","[]","0","['moneysuperhelp']","1","False","","0","11:53:50","GMT Daylight Time","Hi there. How do I get Barclays to help me apply for a bounce back loan. I have been waiting for over 6 weeks for a call back & I am slightly desperate now.","suffolk231","0.5074166666666666","0.47866666666666663"
"1268848214180016129","2020-06-05","1591354404000","[]","2","['sineadkelly6']","0","False","","0","11:53:24","GMT Daylight Time","yes on the loan","bounce_backloan","0.552","0.48"
"1268853302789320704","2020-06-05","1591354387000","[]","3","['tom_ek1316']","1","False","","0","11:53:07","GMT Daylight Time","they are on the ball mainly these days so have always aimed for 24 hour payout","bounce_backloan","0.67375","0.42025"
"1268403906775744514","2020-06-05","1591354350000","[]","0","['rockyle22895712']","1","False","","0","11:52:30","GMT Daylight Time","you usually have to upload it to their portal? Could be wrong","bounce_backloan","0.5267499999999999","0.4735"
"1268858192492199941","2020-06-05","1591354341000","['#bouncebackloan', '#starlingbank']","0","['martinslewis', 'thetelevisor', 'appgbanking', 'britishbbank']","0","False","","0","11:52:21","GMT Daylight Time","@MartinSLewis @thetelevisor @APPGbanking @BritishBBank
#bouncebackloan #starlingbank https://twitter.com/BOUNCEBACKLOAN_/status/1268857315387682817 …","bouncebackloan_","0.0","0.0"
"1268857827168305153","2020-06-05","1591354254000","[]","1","['barclays']","0","False","","0","11:50:54","GMT Daylight Time","@Barclays Hi. I desperately need assistance to access the bounce-back loan scheme. Your site is not allowing me to complete the application, and no-one will return our calls or messages. PLEASE HELP.","inthebookclub","0.6407777777777779","0.44166666666666665"
"1268853302789320704","2020-06-05","1591354200000","[]","4","['tom_ek1316']","2","False","","0","11:50:00","GMT Daylight Time","you will be paid in one day, but be prepared to wait just in case!","bounce_backloan","0.5856666666666667","0.3045"
"1268856809999171586","2020-06-05","1591354132000","[]","2","['starlingbank', 'anneboden']","0","False","","0","11:48:52","GMT Daylight Time","@StarlingBank @AnneBoden without a care to these customers who closed down in hopes to apply for a bbl created a waiting list. This is a serious matter and I have someone who is affected so badly by this and mentally unwell. He emails so many times and starling says Join list 2/2","bouncebackloan_","0.48307692307692307","0.3660769230769231"
"1268856809999171586","2020-06-05","1591354012000","[]","2","['starlingbank']","1","False","","0","11:46:52","GMT Daylight Time","@StarlingBank So starling prior to 20th May advised many potential customers to switchover and apply for BBL straight away (Many banks not accredited ) While these customers in process of switching over so they apply straight away (Some closed Previous Biz Acc)1/2","bouncebackloan_","0.5976363636363636","0.377"
"1268855497484054530","2020-06-05","1591353699000","[]","0","['santanderukhelp']","1","False","","0","11:41:39","GMT Daylight Time","@santanderukhelp received a call from John Reed who tells me my bounce back loan has been rejected as although I am a personal account holder I have not been using them for business banking & therefore my application is rejected.Surely this is illegal?I produced all tax docs etc.","walder_louise","0.5443333333333334","0.4490666666666667"
"1268838328587223043","2020-06-05","1591353593000","[]","2","['elle_petty09', 'rupertsimpson6', 'skynews', 'rickygervais', 'martinslewis']","2","False","","0","11:39:53","GMT Daylight Time","I’m eligible for a £50k bounce back loan , I have a business which is doing just fine thanks 😊 😘 a 50k Interest free loan to set up ANOTHER business alongside a current business  is a very clever idea of allowed. Go back to school , learn business and how to read silly girl 😘  pic.twitter.com/4hpMuIOrhD","jay96331051","0.6651250000000001","0.4526666666666666"
"1268841800913113088","2020-06-05","1591353476000","[]","0","['shezrommy', 'londonsme1', 'tidebusiness', 'oliverprill']","0","False","","0","11:37:56","GMT Daylight Time","True, I’ve sent letters to all suppliers and explained the situation. If I dissolve the company they’ll receive zero funds so they are happy to wait. Rather it’s my living circumstances that have change. Temporary pain and long time success for me. Gotta try what you can!","tidebankfailed","0.6512142857142856","0.5092857142857142"
"1268088639428481027","2020-06-05","1591353271000","[]","1","['plymsocent', 'sescicuk', 'peteholbrook', 'cicregulator', 'seuk_obrien', 'cooperativebank', 'natwestbusiness', 'se_uk', 'barclaysuk']","1","False","","0","11:34:31","GMT Daylight Time","Thank you, we just want @BarclaysUK to get back to us to explain why they have excluded CICs from applying for the 0% interest bounce back loans. Last time I talked to their advisers, their opinion was that CICs are not real businesses.","soundgallerycic","0.5746666666666668","0.49733333333333335"
"1268838328587223043","2020-06-05","1591353200000","[]","0","['jay96331051', 'rupertsimpson6', 'skynews', 'rickygervais', 'martinslewis']","2","False","","0","11:33:20","GMT Daylight Time","Tatty garden that I own without the help of a bounce back loan 🤣🤣🤣🤣🤣🤣","elle_petty09","0.5616","0.43339999999999995"
"1268851976885993472","2020-06-05","1591353118000","[]","0","['niallsharkey']","0","False","","0","11:31:58","GMT Daylight Time","Hi Niall. We’re working hard to do all we can to help our existing business customers who are in urgent need of support under the Bounce Back Loan Scheme. This means that we are currently not accepting new applications for Business Current Accounts, bu...  https://santanderuk.response.lithium.com/portal/conversation/25980702?authentication=a0u2cf58zcBgdbPQH-Pj9RQtNYte5iGfVTpVTUcZslA%3D …","santanderukhelp","0.6430833333333333","0.5343333333333334"
"1268852176262225920","2020-06-05","1591353020000","[]","0","['baronessjenkin']","0","False","","0","11:30:20","GMT Daylight Time","My top personal takeaway from the Q&A so far is that Bernard has somehow lost weight during lockdown. He gives the credit to @Baronessjenkin's ""iron will""

Oh, and that an ""unwelcome"" email from him and 25 other backbenchers is what led to bounce back loans being launched...","catneilan","0.5349999999999999","0.4165555555555555"
"1268799718521540610","2020-06-05","1591352978000","[]","1","['chrisle15970575', 'hsbcukbusiness', 'natwestbusiness']","0","False","","0","11:29:38","GMT Daylight Time","Got a better chance of winning my Bounce back loan on Saturday night takeaway 🤣🤣","facilitiesjet","0.6752","0.4984"
"1268851594331914242","2020-06-05","1591352768000","['#bbls', '#british', '#enterprise']","2","['hsbcukbusiness']","0","False","","0","11:26:08","GMT Daylight Time","@HSBCUKBusiness Ive been waiting 5 Weeks for a notification that you received my request for a #bbls bounce back loan.  If i owed you money you would have been hounding me, weres your support for #british #enterprise The biggest bank in the world cannot even send a generic email pic.twitter.com/jp7wmMVEJO","mnltrade","0.5931333333333334","0.4241333333333333"
"1268850098517225474","2020-06-05","1591352415000","['#bouncebackloans']","1","[]","0","False","","0","11:20:15","GMT Daylight Time","I appreciate that Covid has affected how Barclays runs its business and I'm sympathetic to such, but why offer #bouncebackloans if you can't even help people log on, let alone open a business account or process an application, let alone approve such? What should we do? Thank you.","stephvarle","0.6081874999999999","0.43168750000000006"
"1268841800913113088","2020-06-05","1591352042000","[]","3","['londonsme1', 'shezrommy', 'tidebusiness', 'oliverprill']","2","False","","0","11:14:02","GMT Daylight Time","Good shout - Do whatever you can to be as postive as you can. If im being honest, I was feeling absolute horrible if I think negative. Frankly I know by November I’ll get a BBL it’s just about mangining things and being aware of my emotions. Obs sooner would be better!","tidebankfailed","0.584076923076923","0.4481538461538461"
"1268835691045289984","2020-06-05","1591351921000","[]","3","['claregriffo24', 'martinslewis', 'rishisunak']","1","False","","0","11:12:01","GMT Daylight Time","Tbh I'm starting to think no one gives a S#it about us lot and the bounce back loan scheme","facilitiesjet","0.5349999999999999","0.37857142857142856"
"1268799718521540610","2020-06-05","1591351389000","[]","3","['hsbcukbusiness']","1","False","","0","11:03:09","GMT Daylight Time","Happy Friday are you for real 🤣🤣.Your drowning businesses with the shocking handling of the Bounce back loan scheme and have the cheek to say happy Friday come Monday will have to start selling equipment to ease some of my debts no doubt you'll say happy Monday then !!!","facilitiesjet","0.6545","0.443611111111111"
"1268787633636945922","2020-06-05","1591351204000","[]","7","['bounce_backloan']","0","False","","0","11:00:04","GMT Daylight Time","You’ve been fantastic, feeders, Halifax/Lloyd’s loophole, Barclays tips, website, keeping us all sane and so much more! So thank you and ignore keyboard warriors 😅","tidebankfailed","0.6058","0.2754"
"1268843760869408770","2020-06-05","1591351008000","[]","0","['mattcoult']","0","False","","0","10:56:48","GMT Daylight Time","should be able to if so you will be paid rapidly","bounce_backloan","0.706","0.347"
"1268835691045289984","2020-06-05","1591350722000","[]","0","['martinslewis', 'rishisunak']","1","False","","0","10:52:02","GMT Daylight Time","@MartinSLewis Can you approach the Chancellor @RishiSunak about everything going on to stop people accessing Bounce Back Loans? Watched the show last night disappointed you didn’t cover this ☹️","claregriffo24","0.45757142857142863","0.45442857142857146"
"1268841625062703109","2020-06-05","1591350392000","[]","0","['rbsbusiness']","1","False","","0","10:46:32","GMT Daylight Time","@RBSBusiness On 22nd May i applied for Bounce back Loan online  haven't heard anything back from  RBS as of yet. I have a loan feeder account. Plz advise who I should contact and to find out what is happening with my application.","greenbadgekol","0.6319999999999999","0.4364444444444444"
"1268838064924884992","2020-06-05","1591350175000","[]","0","['sarahloupanter', 'tidebusiness', 'bounce_backloan']","0","False","","0","10:42:55","GMT Daylight Time","Have you tried to restart the app? Email tide instead, might be a quicker route. They are so slow atm with all this bbl stuff going on !","tidebankfailed","0.5442","0.35100000000000003"
"1268839689315893261","2020-06-05","1591349977000","[]","1","['ajcurling']","1","False","","0","10:39:37","GMT Daylight Time","No you cannot top up the loan. One of the rules of the scheme.","bounce_backloan","0.76","0.4"
"1268787633636945922","2020-06-05","1591349809000","[]","2","['don_jonesy']","0","False","","0","10:36:49","GMT Daylight Time","Aha now here is a lovable troll, morning my mate.","bounce_backloan","0.818","0.28500000000000003"
"1268799718521540610","2020-06-05","1591349652000","[]","0","['hsbcukbusiness']","0","False","","0","10:34:12","GMT Daylight Time","Hi guys, I applied for the bounce back loan on the 26th and only just  noticed the echo sign documents in my junk mail. I have filled them in and sent them back. Not sure if I need to do anything else.","wayadopan","0.5330909090909091","0.4392727272727273"
"1268828174676299776","2020-06-05","1591349197000","[]","0","['bounce_backloan']","2","False","","0","10:26:37","GMT Daylight Time","I applied last week, got approved 5 days later. My bounce back loan application was declined today 😢","adammedi4","0.6083333333333333","0.42766666666666664"
"1268834324465487872","2020-06-05","1591348651000","[]","0","['barclaysukhelp']","0","False","","0","10:17:31","GMT Daylight Time","@BarclaysUKHelp trying to get bounce back loan - went into branch they say do it online - go online they say do it on your app - go on the app and the option is not there. What a farce please call or DM me to sort this","fozasprilla","0.5459333333333334","0.4649333333333333"
"1268608318446034945","2020-06-05","1591348375000","[]","0","['creeneydan', 'jasmine87348667']","1","False","","0","10:12:55","GMT Daylight Time","Hi Dan, lots still are waiting, have you managed to get your case escalated to the payments team they are saying 5 days to respond its sadly a joke, but hope you get in sorted. You are not alone lots of people been telling me the same some from the 14th too.","bounce_backloan","0.5986923076923077","0.39707692307692305"
"1268799718521540610","2020-06-05","1591346992000","['#bouncebackloans']","0","['hsbcukbusiness']","0","False","","0","09:49:52","GMT Daylight Time","@HSBCUKBusiness how many application will you guy get through today I wonder if you will get to the P’s for Phlebotomy #bouncebackloans","alipurkiss","0.73125","0.486625"
"1268814644069773312","2020-06-05","1591346397000","[]","0","['vicderbyshire']","0","False","","0","09:39:57","GMT Daylight Time","He was offered 90p...
My husband, a cancer patient with me disabled wife is being going round in circles for a bounce back loan....","avanisedani","0.472","0.48375000000000007"
"1267741413804032003","2020-06-05","1591345662000","[]","0","['rishisunak']","0","False","","0","09:27:42","GMT Daylight Time","....’Unfortunately, we are unable to progress this application as the Bank of Ireland UK Bounce Back Loan Scheme is only available to existing Bank of Ireland UK customer’....Taxi colleague just got same response from BOI..beginnng to think the system doesn’t like us @RishiSunak","daniel_tebb","0.6779","0.4266"
"1268821330994044929","2020-06-05","1591345553000","[]","0","['rishisunak']","0","False","","0","09:25:53","GMT Daylight Time","@RishiSunak I know a company which the director applied with Lloyds for Bounce Back Loan, HE RECEIVED £50.000 BUT THE DIRECTOR is not in England since February anymore!!!!he will take the money and close as bankrupcy.","cristinabaiasu","0.7172857142857144","0.4541428571428571"
"1268787633636945922","2020-06-05","1591345330000","[]","5","['bounce_backloan']","0","False","","0","09:22:10","GMT Daylight Time","If it wasn't for this page I would probably still be chasing my bank. Look at website created in 4 weeks, incredible, and the community built to support each other, fantastic. This page can't be held responsible for the shit show that is the banks, always 1 ungrateful arsehole!","back_loan","0.5910000000000001","0.4200833333333333"
"1268799718521540610","2020-06-05","1591345324000","[]","1","['hsbcukbusiness']","1","False","","0","09:22:04","GMT Daylight Time","still no updates with regards to my numerous complaints . i have made and signed for the bounce back loan for a month now .. no finds and am not been updated","bountykilla911","0.572","0.4286666666666667"
"1268819625392910337","2020-06-05","1591345146000","[]","0","['tsb']","1","False","","0","09:19:06","GMT Daylight Time","@TSB Who can I speak to about a bounce back loan application I’ve made please?","joebonthuys","0.5730000000000001","0.45716666666666667"
"1268811368376999937","2020-06-05","1591345144000","[]","0","['beynur18883496']","2","False","","0","09:19:04","GMT Daylight Time","Hi Beynar, you can register to our Bounce Back Loan waiting list here:  https://www.tide.co/bounce-back-loans/ …","tidebusiness","0.47975","0.34275"
"1268811368376999937","2020-06-05","1591344638000","[]","0","['tidebusiness']","0","False","","0","09:10:38","GMT Daylight Time","Yes i would like this be sorted ASAP as i was waiting tree weeks and  i so i want to ask about the bounce back loans dose i can apply after my my account will be active","beynur18883496","0.58025","0.40162500000000007"
"1268580948423081985","2020-06-05","1591343924000","['#bojo', '#boris']","0","['mrjamesob']","0","False","","0","08:58:44","GMT Daylight Time","#BoJo has enforced lockdown, introduced furlough to protect people & salaries, introduced bounce back loans to protect businesses. Listened to the virology experts/scientists at every step. Hindsight & criticism is easy - what #Boris has done is nothing short of remarkable.","shr33k1","0.5176000000000001","0.48360000000000003"
"1268590092928630791","2020-06-05","1591343029000","[]","2","['ermitjustis']","0","False","","0","08:43:49","GMT Daylight Time","Lets hope so they have been fairly quick last few days paying once echosign sent back, let me know Emma, it wont be very long now, hopefully.","bounce_backloan","0.6467777777777779","0.393"
"1268516127212216320","2020-06-05","1591341527000","[]","0","['asibiza1']","0","False","","1","08:18:47","GMT Daylight Time","Oh I got your point alright. 

I think domestically they can instigate a nasty bout of inflation and are probably well on the way to doing so by paying off the nation's credit cards with mortgage holidays, business and bounce back loans.

It's the rest of the world (China esp.)..","franzvonloewe","0.48524999999999996","0.47568750000000004"
"1268799718521540610","2020-06-05","1591341163000","['#bouncebackloans']","4","['hsbcukbusiness']","1","False","","0","08:12:43","GMT Daylight Time","What is the current estimate on #bouncebackloans applications?  I have an established £300k turnover LTD business and bank with you but been waiting since the launch day but have received nothing.  Written to your CEO with no response.","davidcoxuk","0.6401666666666667","0.42491666666666666"
"1268799718521540610","2020-06-05","1591341041000","[]","7","['hsbcukbusiness']","0","False","","0","08:10:41","GMT Daylight Time","Oh look your back again to provide no information on our bounce back loans. Absolute disgrace of a company.","duarab1976","0.5184285714285715","0.4551428571428571"
